title,Genre,Premiere,Runtime,IMDB Score,Language,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
The Most Assassinated Woman in the World,Thriller,"September 7, 2018",102,5.3,French,tm351720,MOVIE,"Set against the backdrop of the infamous Theatre Grand Guignol the story revolves around iconic actress Paula Maxa - the most famous of the Grand Guignol's leading ladies and the titular Most Assassinated Woman, who was graphically slain on stage multiple times a day.",2018.0,,102.0,"['thriller', 'drama', 'european']","['US', 'BE', 'GB']",,tt6186696,5.3,1092.0,4.162,5.2
Things Heard & Seen,Horror,"April 29, 2021",121,5.3,English,tm833216,MOVIE,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",2021.0,,121.0,"['horror', 'drama', 'thriller']",['US'],,tt10962368,5.3,30703.0,14.718,5.8
"To Each, Her Own",Romantic comedy,"June 24, 2018",95,5.3,French,tm420800,MOVIE,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",2018.0,,95.0,"['comedy', 'drama', 'european']",['FR'],,tt15739130,5.4,1756.0,7.382,5.1
Who Would You Take to a Deserted Island?,Drama,"April 12, 2019",93,5.3,Spanish,tm461827,MOVIE,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",2019.0,,90.0,"['comedy', 'drama', 'european']",['ES'],,tt8976832,5.3,2487.0,9.328,5.0
XOXO,Drama,"August 26, 2016",92,5.3,English,tm239774,MOVIE,"XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.",2016.0,,92.0,"['music', 'drama']",['US'],,tt4855748,5.3,7021.0,16.887,6.0
A Babysitter's Guide to Monster Hunting,Comedy/Fantasy/Family,"October 15, 2020",98,5.4,English,tm932595,MOVIE,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020.0,PG,94.0,"['fantasy', 'family', 'comedy']",['US'],,tt4844150,5.4,4172.0,39.595,6.2
A Christmas Prince: The Royal Baby,Romantic comedy,"December 5, 2019",85,5.4,English,tm838765,MOVIE,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty.",2019.0,,84.0,"['romance', 'family']",['US'],,tt10006006,5.4,6764.0,15.638,6.4
Despite Everything,Comedy,"May 3, 2019",78,5.4,Spanish,tm463038,MOVIE,"Sara, Lucía, Sofía and Claudia are sisters, 4 modern women with very different personalities, who come together at their mother's funeral, after which they discover the man they've all called ""dad"" throughout their lives is not really their father. They embark on a quest to discover who their real fathers are, discovering more about themselves, their mother, and their lives.",2019.0,,75.0,"['comedy', 'european']",['ES'],,tt9150970,5.3,4956.0,14.306,6.0
Dolly Kitty and Those Twinkling Stars,Drama,"September 18, 2020",120,5.4,Hindi,tm838007,MOVIE,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",2019.0,R,120.0,"['drama', 'comedy']",['IN'],,tt9176296,5.5,7580.0,2.456,5.9
Freaks: You're One of Us,Supernatural drama,"September 2, 2020",92,5.4,German,,,,,,,,,,,,,,
"Game Over, Man!",Action/Comedy,"March 23, 2018",101,5.4,English,tm321224,MOVIE,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,2018.0,R,100.0,"['comedy', 'action']",['US'],,tt3317234,5.4,30218.0,14.358,5.5
Guilty,Thriller,"March 6, 2020",119,5.4,Hindi,tm858416,MOVIE,A young woman from a small town accuses the college heartthrob of sexual assault.,2020.0,,119.0,['thriller'],['IN'],,,,,5.475,6.7
In the Tall Grass,Horror,"October 4, 2019",101,5.4,English,tm413660,MOVIE,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",2019.0,,102.0,"['drama', 'thriller', 'scifi', 'horror']","['CA', 'US']",,tt4687108,5.4,55276.0,15.188,5.5
Madame Claude,Drama,"April 2, 2021",112,5.4,French,tm1023388,MOVIE,"Paris, the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the french political and criminal worlds. But the end of her empire is closer than she thinks.",2021.0,,112.0,"['crime', 'drama', 'romance']",['FR'],,tt10307724,5.4,3402.0,15.666,5.8
Naked,Comedy,"August 11, 2017",96,5.4,English,tm285298,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017.0,,96.0,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482.0,21.822,5.7
Outside the Wire,Action/Science fiction,"January 15, 2021",114,5.4,English,tm983270,MOVIE,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",2021.0,R,116.0,"['action', 'scifi', 'thriller', 'fantasy']",['US'],,tt10451914,5.4,42078.0,87.801,6.4
The Princess Switch: Switched Again,Romantic comedy,"November 19, 2020",97,5.4,English,tm840761,MOVIE,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",2020.0,G,97.0,"['comedy', 'romance']","['GB', 'US']",,,,,21.463,6.9
Under the Riccione Sun,Romantic teenage drama,"July 1, 2020",101,5.4,Italian,tm895839,MOVIE,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",2020.0,,101.0,"['romance', 'comedy', 'drama']",['IT'],,tt10941528,5.5,2463.0,13.561,6.2
A Very Murray Christmas,Comedy / Musical,"December 4, 2015",56,5.5,English,tm228242,MOVIE,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",2015.0,,56.0,"['comedy', 'music']",['US'],,tt4537842,5.5,15455.0,9.185,5.3
Been So Long,Musical,"October 26, 2018",100,5.5,English,tm434883,MOVIE,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,2018.0,,100.0,"['music', 'romance', 'drama']",['GB'],,tt1682886,5.4,1108.0,5.732,5.7
Dead Kids,Thriller,"December 1, 2019",94,5.5,Filipino,tm842829,MOVIE,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid -- until their kidnapping scheme turns deadly.,2019.0,,94.0,"['crime', 'drama', 'thriller']",['PH'],,tt11156614,5.3,494.0,3.644,5.9
Get the Grift,Comedy,"April 28, 2021",94,5.5,Portuguese,tm1031499,MOVIE,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021.0,,94.0,"['crime', 'comedy']",['BR'],,tt14371060,5.3,748.0,20.388,6.5
Ghosts of Sugar Land,Documentary,October 16. 2019,21,5.5,English,tm461726,MOVIE,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",2019.0,,21.0,['documentation'],['US'],,,,,3.349,5.8
House Arrest,Comedy,"November 15, 2019",104,5.5,Hindi,tm863514,MOVIE,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,2019.0,,104.0,['comedy'],['IN'],,tt11163028,5.5,1655.0,3.176,6.4
Kevin Hart's Guide to Black History,Variety show,"February 8, 2019",63,5.5,English,tm457296,MOVIE,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,2019.0,PG,60.0,['comedy'],['US'],,tt6373518,5.5,1347.0,3.248,5.4
Love Wedding Repeat,Romantic comedy,"April 10, 2020",100,5.5,English,tm554944,MOVIE,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.",2020.0,,100.0,"['comedy', 'romance']","['GB', 'IT']",,tt5096470,5.5,20412.0,10.708,5.66
Mute,Science fiction/Mystery,"February 23, 2018",126,5.5,English,tm244325,MOVIE,A mute man with a violent past is forced to take on the teeming underworld of a near-future Berlin as he searches for his missing girlfriend.,2018.0,R,126.0,"['scifi', 'thriller', 'drama']","['GB', 'DE']",,tt1464763,5.4,35158.0,15.734,5.6
lt?r,Crime drama,"October 2, 2020",106,5.5,English,,,,,,,,,,,,,,
Red Dot,Thriller,"February 11, 2021",86,5.5,Swedish,tm979182,MOVIE,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",2021.0,,86.0,"['thriller', 'horror', 'drama']",['SE'],,tt11307814,5.5,13322.0,54.3,5.9
Ride or Die,Psychological thriller drama,"April 15, 2021",142,5.5,Japanese,tm1000797,MOVIE,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021.0,R,142.0,"['thriller', 'romance', 'drama']",['JP'],,tt14164234,5.6,1900.0,79.299,6.5
Step Sisters,Comedy,"January 19, 2018",108,5.5,English,tm280060,MOVIE,"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",2018.0,PG-13,104.0,['comedy'],['US'],,tt5267472,5.4,4496.0,9.814,6.5
The Cloverfield Paradox,Science fiction,"February 4, 2018",102,5.5,English,tm239286,MOVIE,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2018.0,PG-13,102.0,"['horror', 'thriller', 'scifi', 'drama', 'action']",['US'],,tt2548396,5.5,104068.0,21.122,5.6
The Knight Before Christmas,Romantic comedy,"November 21, 2019",92,5.5,English,tm679284,MOVIE,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,2019.0,,92.0,"['comedy', 'drama', 'fantasy', 'romance']",['US'],,tt10060094,5.5,17862.0,15.628,6.5
The Legacy of a Whitetail Deer Hunter,Adventure/Comedy,"July 6, 2018",83,5.5,English,tm238377,MOVIE,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,2018.0,,83.0,"['comedy', 'drama']",['US'],,tt4762824,5.5,3924.0,8.03,5.1
The Package,Black comedy,"August 10, 2018",94,5.5,English,tm371380,MOVIE,"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friend’s most prized possession.",2018.0,R,94.0,"['comedy', 'drama', 'thriller']",['US'],,tt7525778,5.5,17858.0,20.72,6.0
Unicorn Store,Comedy,"April 5, 2019",92,5.5,English,tm349800,MOVIE,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",2017.0,,92.0,"['drama', 'comedy', 'fantasy']",['US'],,tt2338454,5.5,19444.0,8.72,6.0
Wine Country,Comedy,"May 10, 2019",103,5.5,English,tm458553,MOVIE,"A group of friends head to the land of oaky Chardonnays and big, bold Cabernet Sauvignons for one member of the squad’s 50th birthday party.",2019.0,R,103.0,"['comedy', 'drama']",['US'],,tt8169446,5.4,21213.0,11.397,5.5
Bomb Scared,Black comedy,"October 12, 2017",89,5.6,Spanish/Basque,tm322210,MOVIE,"Somewhere in Spain, four ETA terrorists await a phone call before carrying out a mission, while the 2010 FIFA World Cup, where Spanish soccer team is one of the favorites to win, is being held in South Africa.",2017.0,,89.0,"['comedy', 'european']",['ES'],,tt6895746,5.6,2871.0,5.399,5.4
Brahman Naman,Comedy,"July 7, 2016",95,5.6,English,tm232947,MOVIE,This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything -- except how to talk to women.,2016.0,,94.0,['comedy'],"['IN', 'GB']",,tt5240748,5.5,1901.0,2.608,5.6
Double Dad,Comedy-drama,"January 15, 2021",103,5.6,Portuguese,tm981676,MOVIE,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021.0,,103.0,"['comedy', 'drama', 'family']",['BR'],,tt11821818,5.6,1290.0,12.143,6.7
Falling Inn Love,Romantic comedy,"August 29, 2019",97,5.6,English,tm824165,MOVIE,"When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",2019.0,,98.0,"['romance', 'comedy']",['US'],,tt9860752,5.6,19559.0,19.061,6.529
Hold the Dark,Thriller,"September 28, 2018",125,5.6,English,tm299677,MOVIE,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",2018.0,,126.0,"['thriller', 'crime', 'horror', 'action', 'drama']",['US'],,tt5057140,5.6,36928.0,16.591,5.318
"Love, Guaranteed",Romantic comedy,"September 3, 2020",91,5.6,English,tm868777,MOVIE,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.",2020.0,,90.0,"['comedy', 'romance']",['US'],,tt11100856,5.6,17352.0,12.174,6.5
One-Way to Tomorrow,Romance,"June 19, 2020",90,5.6,Turkish,tm866782,MOVIE,"Two strangers meet on a journey from Ankara to Izmir. Although having a rough start, their relationship takes a different path when they realize they have to confront themselves and would like to clean the slate as they get to know each other.",2020.0,,90.0,"['comedy', 'romance', 'drama']",['TR'],,tt11988512,5.6,4819.0,3.827,5.8
