Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes,comentarios
tm285298,Naked,"August 11, 2017",96,Comedy,English,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",UNKNOWN,tt6048930,5.4,19482.0,5.7,21.822,"{'imdb_id': 'tt6048930', 'comentarios': [{'review': 'They do what they say.', 'rating': '6/10'}, {'review': 'Nothing New, but Still Pretty Fun', 'rating': '7/10'}, {'review': 'Wedding Day', 'rating': '5/10'}, {'review': 'A movie that has to be seen to be believed.', 'rating': '7/10'}, {'review': 'Silly mindless fun', 'rating': '6/10'}, {'review': 'Marlon fans will love it', 'rating': '7/10'}, {'review': 'you either make it or break it ....', 'rating': '7/10'}, {'review': ""It's funny and sweet"", 'rating': '8/10'}, {'review': 'Naked: A surprising hit', 'rating': '5/10'}, {'review': 'This Wayans movie was actually good...', 'rating': '7/10'}, {'review': '7', 'rating': '3/10'}, {'review': 'Time-Loop Scenario Stripped of Interest', 'rating': '10/10'}, {'review': 'Time loop with a tasty view of a very athletic and naked Marlon Wayans', 'rating': '8/10'}, {'review': ""I'd like this movie"", 'rating': '7/10'}, {'review': 'Glad I took a chance on this movie.', 'rating': '2/10'}, {'review': 'Terrible acting', 'rating': '1/10'}, {'review': ""Thankfully I won't have to groundhog this dud again"", 'rating': '3/10'}, {'review': ""Don't Get Trapped In Naked's God-Awful Time Loop"", 'rating': '4/10'}, {'review': ""Had it's moments...."", 'rating': '2/10'}, {'review': 'Worst remake ever', 'rating': '10/10'}, {'review': 'Laughing out loud-!!', 'rating': '8/10'}, {'review': 'Bad direction!', 'rating': '3/10'}, {'review': 'Not Bad', 'rating': '10/10'}, {'review': 'Odd movie...', 'rating': 'Sin calificación'}, {'review': 'Absolute Brilliance', 'rating': 'Sin calificación'}]}"
tm983270,Outside the Wire,"January 15, 2021",114,"Thriller, Action, Science Fiction",English,MOVIE,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",r,tt10451914,5.4,42078.0,6.4,87.801,"{'imdb_id': 'tt10451914', 'comentarios': [{'review': 'Netflix why you keep making these average movies...', 'rating': '2/10'}, {'review': 'OUTSIDE OF REASON', 'rating': '4/10'}, {'review': 'Netflix need to step up its movies department', 'rating': '5/10'}, {'review': 'All over the place', 'rating': '4/10'}, {'review': 'Silly Movie', 'rating': '4/10'}, {'review': 'Million Dollar Trash. Terrible American Propaganda.', 'rating': '3/10'}, {'review': ""56,000 flight hours....... let's do the math......"", 'rating': '4/10'}, {'review': 'robots were cool, acting was funny', 'rating': '6/10'}, {'review': 'Senseless Rubbish', 'rating': '3/10'}, {'review': 'Plot so bad they have to explain it every 5 minutes', 'rating': '3/10'}, {'review': 'Dumb scripted action film', 'rating': '3/10'}, {'review': 'Entangled in the Wire(?)', 'rating': '7/10'}, {'review': 'Balkans in Ukraine??? Someone needs a geography lesson', 'rating': '3/10'}, {'review': 'Why the Hate? Good Flick', 'rating': '8/10'}, {'review': 'By the numbers movie, well acted, but not very entertaining', 'rating': '6/10'}, {'review': 'Cheesefest', 'rating': '1/10'}, {'review': 'so much hate for this movie', 'rating': '7/10'}, {'review': 'If you have absolutely nothing else to watch then maybe consider this', 'rating': '2/10'}, {'review': 'Take it for what it is', 'rating': '7/10'}, {'review': 'Just once I wish they would give an alternate ending!', 'rating': '7/10'}, {'review': 'Pew pew', 'rating': '3/10'}, {'review': 'Makes no sense', 'rating': '3/10'}, {'review': ""Don't believe the bad reviews. It's actually much worse..."", 'rating': '3/10'}, {'review': 'Outside the Wire', 'rating': '4/10'}, {'review': 'A Pick n Mix Heinz 57 of a Mongrel Hybrid...', 'rating': '3/10'}]}"
tm895839,Under the Riccione Sun,"July 1, 2020",101,"Comedy, Romance",Italian,MOVIE,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",UNKNOWN,tt10941528,5.4,2463.0,6.2,13.561,"{'imdb_id': 'tt10941528', 'comentarios': [{'review': ""Doesn't offer something new but entertains"", 'rating': '7/10'}, {'review': 'Summer Love in the Air', 'rating': '7/10'}, {'review': 'Good!', 'rating': '6/10'}, {'review': 'Refreshing summer movie', 'rating': '8/10'}, {'review': ""Vapid but it's a summer fun move"", 'rating': '6/10'}, {'review': 'Fun and Well Executed', 'rating': '9/10'}, {'review': 'Vacuous nonsense', 'rating': '4/10'}, {'review': 'Summer of Love', 'rating': '7/10'}, {'review': 'Are there only white people in Italy?', 'rating': '1/10'}, {'review': 'Horrible movie', 'rating': '2/10'}, {'review': ""It couldn't be worst"", 'rating': '1/10'}]}"
tm228242,A Very Murray Christmas,"December 4, 2015",56,"Comedy, Music, TV Movie",English,MOVIE,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",UNKNOWN,tt4537842,5.5,15455.0,5.3,9.185,"{'imdb_id': 'tt4537842', 'comentarios': [{'review': 'Murry Christmas everyone', 'rating': '9/10'}, {'review': ""guess I'm in the minority here"", 'rating': '8/10'}, {'review': 'Made Me Laugh', 'rating': '10/10'}, {'review': 'So much potential completely undermined into a generic ho-hum Christmas special', 'rating': '7/10'}, {'review': 'Charming, a great Christmas late night film', 'rating': '9/10'}, {'review': 'A modern favorite.', 'rating': '10/10'}, {'review': 'Instant Classic', 'rating': '10/10'}, {'review': 'Not At All What I Was Expecting', 'rating': '5/10'}, {'review': 'Saccharine-Free Holiday TV', 'rating': '8/10'}, {'review': 'Well, I really liked it!', 'rating': '8/10'}, {'review': ""The only problem is it wasn't long enough"", 'rating': '8/10'}, {'review': 'Intimate, Boozy, Grown Up Christmas Special', 'rating': '10/10'}, {'review': 'A very Murray Christmas (2015)', 'rating': '7/10'}, {'review': 'Bill Murray!!!!!', 'rating': '10/10'}, {'review': 'Perhaps the zenith of Modern Civilization', 'rating': '10/10'}, {'review': 'Enjoy it for what it is...', 'rating': '8/10'}, {'review': 'If you like Scrooged and Lost in Translation then you will probably like this', 'rating': '8/10'}, {'review': 'Good way to contribute Bill Murray!', 'rating': '8/10'}, {'review': 'The latest in the ongoing line of pointless vanity projects making us laugh because we recognize actors', 'rating': '3/10'}, {'review': 'A Very Murray Christmas', 'rating': '7/10'}, {'review': 'This was O.K. - why do people dislike it so much?', 'rating': '7/10'}, {'review': ""Don't Listen to the Bad!"", 'rating': '10/10'}, {'review': ""If you didn't get it, then don't watch it"", 'rating': '10/10'}, {'review': 'A Waste of Talent', 'rating': '3/10'}, {'review': 'For my viewing pleasure, a big miss.', 'rating': 'Sin calificación'}]}"
tm434883,Been So Long,"October 26, 2018",100,"Drama, Music, Romance",English,MOVIE,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,UNKNOWN,tt1682886,5.5,1108.0,5.7,5.732,"{'imdb_id': 'tt1682886', 'comentarios': [{'review': 'Terrible on so many levels.', 'rating': '3/10'}, {'review': 'ugh Give this a BIG miss', 'rating': '1/10'}, {'review': 'Awkward', 'rating': '4/10'}, {'review': 'What a stinker', 'rating': '1/10'}, {'review': 'Aweful', 'rating': '1/10'}, {'review': 'A rather dull urban musical', 'rating': '4/10'}, {'review': 'It has BEEN SO LONG this movie...', 'rating': '3/10'}, {'review': 'Trite, stereotypical, and ridiculous', 'rating': '3/10'}, {'review': 'NETFLIX: PG 7+ (Europe), are you serious?????', 'rating': '1/10'}, {'review': 'Super cringe to watch. Poor singing and acting poor lyrics', 'rating': '4/10'}, {'review': 'One of the best UK films of 2018', 'rating': '10/10'}, {'review': 'missing excellence', 'rating': '3/10'}, {'review': 'Annoying musical', 'rating': '7/10'}, {'review': 'A gritty, layered gem of a film with a new take on musical comedy', 'rating': '10/10'}, {'review': 'Been So Long Lovely Movie and Genuinely Original', 'rating': '4/10'}, {'review': ""Don't get your expectations high"", 'rating': '10/10'}, {'review': 'Surprised', 'rating': '1/10'}, {'review': 'Not good!', 'rating': '10/10'}, {'review': 'Original gritty comedy', 'rating': '10/10'}, {'review': 'Loved it!', 'rating': '10/10'}, {'review': 'Something London has been waiting for', 'rating': '10/10'}, {'review': 'Steamy urban romance', 'rating': '8/10'}, {'review': 'Beautiful visual and audio experience.', 'rating': '6/10'}, {'review': 'Brilliant acting, slow movie', 'rating': '8/10'}, {'review': 'London shot in a new way', 'rating': 'Sin calificación'}]}"
tm842829,Dead Kids,"December 1, 2019",94,"Thriller, Crime, Drama",Filipino,MOVIE,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid -- until their kidnapping scheme turns deadly.,UNKNOWN,tt11156614,5.5,494.0,5.9,3.644,"{'imdb_id': 'tt11156614', 'comentarios': [{'review': 'Mixed results', 'rating': '5/10'}, {'review': 'Good Set-Up But The End Is Lacking', 'rating': '6/10'}, {'review': 'Mediocre', 'rating': '5/10'}, {'review': 'Underdogs Undoing', 'rating': '7/10'}, {'review': 'Boring and uneventful...', 'rating': '3/10'}, {'review': 'Not the ending Im expecting', 'rating': '7/10'}, {'review': 'Dead Kids: almost die watching this crap.', 'rating': '1/10'}, {'review': 'Different take for Filipino films', 'rating': '7/10'}, {'review': 'MASTERPIECE', 'rating': '9/10'}, {'review': 'Good intentions ...', 'rating': '6/10'}, {'review': 'Underrated movie by Mikhail Red', 'rating': '9/10'}, {'review': 'Dark and suspenseful', 'rating': '10/10'}, {'review': ""Definitely one of the worst movies I've seen."", 'rating': '1/10'}, {'review': 'The trailer was the best part for the film', 'rating': '3/10'}, {'review': 'Not your usual filipino movie', 'rating': '10/10'}, {'review': 'A gem among the repeated cycle of love stories in Filipino media', 'rating': '8/10'}, {'review': 'Disaster', 'rating': '1/10'}, {'review': ""Foreigners don't get it."", 'rating': '9/10'}, {'review': 'Very entertaining', 'rating': '8/10'}, {'review': 'One of the most excellent pieces of Filipino cinema, although it could be better', 'rating': '9/10'}, {'review': 'SO GOOD', 'rating': '10/10'}, {'review': 'Surprised about the story', 'rating': '7/10'}]}"
tm1031499,Get the Grift,"April 28, 2021",94,"Comedy, Crime",Portuguese,MOVIE,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",UNKNOWN,tt14371060,5.5,748.0,6.5,20.388,"{'imdb_id': 'tt14371060', 'comentarios': [{'review': 'Great fun for a change', 'rating': '8/10'}, {'review': 'Funny...', 'rating': '7/10'}, {'review': 'Cheap, boring and predictable.', 'rating': '3/10'}, {'review': 'great film', 'rating': '10/10'}]}"
tm863514,House Arrest,"November 15, 2019",104,"Comedy, Family",Hindi,MOVIE,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,UNKNOWN,tt11163028,5.5,1655.0,6.4,3.176,"{'imdb_id': 'tt11163028', 'comentarios': [{'review': 'Simple concept presented beautifully - A film with aesthetics', 'rating': '10/10'}, {'review': 'A light romantic movie', 'rating': '8/10'}, {'review': ""Could've been better"", 'rating': '6/10'}, {'review': 'Watch it but remember to go to work affter...', 'rating': '8/10'}, {'review': 'New concept', 'rating': '9/10'}, {'review': 'Romantic, Thriller and Very Light', 'rating': '8/10'}, {'review': 'Garbage', 'rating': '1/10'}, {'review': 'No Expectations', 'rating': '10/10'}, {'review': 'More than a romcom', 'rating': '8/10'}, {'review': 'Nothing happens in 2 hours of film', 'rating': '3/10'}, {'review': 'Movie is unique ( thoda hatke hain)', 'rating': '8/10'}, {'review': 'Short Review of House Arrest 🙂', 'rating': '7/10'}, {'review': 'Not even deserve 1 star', 'rating': '1/10'}, {'review': 'Great Work Art', 'rating': '9/10'}, {'review': 'Entire concept is good, but not in movie', 'rating': '6/10'}, {'review': ""It's nice to watch"", 'rating': '7/10'}, {'review': 'Feel good after finishing the movie.', 'rating': '7/10'}, {'review': 'Dumb Movie', 'rating': '1/10'}, {'review': 'Loved it.', 'rating': '7/10'}, {'review': 'Brilliant direction', 'rating': '10/10'}, {'review': 'Mind numbingly boring', 'rating': '3/10'}, {'review': 'Waste of time', 'rating': '5/10'}, {'review': 'Waste of time', 'rating': '2/10'}, {'review': 'Borin !', 'rating': '6/10'}, {'review': 'House arrest 2019hindi', 'rating': 'Sin calificación'}]}"
tm457296,Kevin Hart's Guide to Black History,"February 8, 2019",63,Comedy,English,MOVIE,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,pg,tt6373518,5.5,1347.0,5.4,3.248,"{'imdb_id': 'tt6373518', 'comentarios': [{'review': 'Black history in a nutshell', 'rating': '10/10'}, {'review': 'Funny and Enlightening', 'rating': '9/10'}, {'review': ""It's not about Black History, it's about African-American History..."", 'rating': '5/10'}, {'review': ""While a little too campy, it's still great!"", 'rating': '9/10'}, {'review': 'Funny parts but Inaccurate History', 'rating': '7/10'}, {'review': 'Recognition', 'rating': '8/10'}, {'review': 'Proud and unforgiving portrayal of real people', 'rating': '10/10'}, {'review': 'Funny and Informative!', 'rating': '10/10'}, {'review': 'Creative and fun', 'rating': '10/10'}, {'review': 'Fun and light hearted look at important American history', 'rating': '8/10'}, {'review': 'Black History told with smiles and giggles. Loved it!', 'rating': '10/10'}, {'review': 'INFORMATIVE THINGS NARRATED IN A FUNNY WAY', 'rating': '8/10'}, {'review': 'Great history lesson', 'rating': '9/10'}, {'review': 'Ladi Dadi EVERYBODY need to watch this!', 'rating': '10/10'}, {'review': 'A film that focuses on positivity', 'rating': '10/10'}, {'review': 'A MUST WATCH !', 'rating': '10/10'}, {'review': 'A bad copy of ""Latin History for Morons: John Leguizamo\'s Road to Broadway""', 'rating': '5/10'}, {'review': ""My Guide To Kevin Hart's Guide."", 'rating': '2/10'}, {'review': 'Silly yet profound to a degree', 'rating': '7/10'}, {'review': 'Informative and Entertaining but With Some Uneasy Moments', 'rating': '8/10'}, {'review': 'Clearly a fan of ""Drunk History""', 'rating': '7/10'}, {'review': 'Frame it', 'rating': '7/10'}, {'review': 'Easy learning', 'rating': '10/10'}, {'review': 'Forced Agenda', 'rating': '2/10'}, {'review': 'Educational Not Funny', 'rating': '8/10'}]}"
tm554944,Love Wedding Repeat,"April 10, 2020",100,"Comedy, Romance",English,MOVIE,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.",UNKNOWN,tt5096470,5.5,20412.0,5.66,10.708,"{'imdb_id': 'tt5096470', 'comentarios': [{'review': 'Sam Claflin (heart)', 'rating': '6/10'}, {'review': 'Not that bad at all', 'rating': '6/10'}, {'review': 'I Liked It', 'rating': '8/10'}, {'review': ""Can't belive how split the reviews are for this film."", 'rating': '8/10'}, {'review': 'Should have been so much better', 'rating': '4/10'}, {'review': 'A complete disappointment', 'rating': '5/10'}, {'review': 'Less than the sum of its parts', 'rating': '6/10'}, {'review': 'Very funny and light entertainment', 'rating': '7/10'}, {'review': 'Hard to go through', 'rating': '3/10'}, {'review': ""I don't want them to get together at the end."", 'rating': '3/10'}, {'review': 'Crap', 'rating': '1/10'}, {'review': 'A really fun and lovely romantic comedy', 'rating': '7/10'}, {'review': 'Not as bad as the reviews', 'rating': '1/10'}, {'review': 'Ridiculous film with ridiculous story and ridiculous dialogue.', 'rating': '2/10'}, {'review': ""Don't waste your time!"", 'rating': '8/10'}, {'review': 'Hilarious and warm', 'rating': '8/10'}, {'review': 'Fun time film, never tries to be anything more.', 'rating': '2/10'}, {'review': 'A disappointment', 'rating': '8/10'}, {'review': 'Wonderful English humour! what a little gem!', 'rating': '8/10'}, {'review': 'Wanna laugh?', 'rating': '8/10'}, {'review': 'Brittish comedy at its finest', 'rating': '9/10'}, {'review': 'Well Done and Refreshing', 'rating': '2/10'}, {'review': 'Worst movie I have seen in a long time.', 'rating': '7/10'}, {'review': 'Lots of out-loud laughs', 'rating': '8/10'}, {'review': 'A 1930s Screwball Comedy for the 2020s', 'rating': 'Sin calificación'}]}"
